error_00,error_01,error_02,error_03,error_04,error_05,error_06,error_07,mean_absolute_error,iterations,learning_rate,hidden_neurons
0.00025585266926464456,-0.30625682837733087,-0.30470243016176685,0.013161406163346823,0.6893638669556768,-0.42602624642511766,-0.3069979025316915,-0.8194632446512132,0.35827847224192605,50000,0.1,2
7.465079006274689e-05,-0.21355059793583767,-0.21079949629291655,0.009921235593438493,0.7792021133729209,-0.39334856535618024,-0.21307799288626353,-0.7047149717772846,0.3155862030006131,50000,0.1,2
4.936738543026564e-05,-0.12262833221030627,-0.16889420004003539,0.02158839731548179,0.6845003794999309,-0.16095232426407474,-0.3086127128640577,-0.5957322509626801,0.25786974556774966,50000,0.1,4
3.738287458920908e-06,-0.019533185187856246,-0.0526098053399497,0.012532398614348295,0.48721179555557825,-0.07331248022157884,-0.4854748925409811,-0.7333098807079437,0.23299852205696187,50000,0.1,4
3.472757167388707e-06,-0.009119265680910147,-0.023986155565684557,0.0006318605718516057,0.4025598581203753,-0.05256529791655944,-0.62007093511236,-0.6528258244591926,0.22022033377301264,50000,0.1,8
0.0002168645335616226,-0.01432413697089329,-0.03132135826558454,0.012718578945807413,0.6959061664625383,-0.058275334783835814,-0.43648744601322204,-0.7021485309128922,0.2439248021110419,50000,0.1,8
1.2580346744672788e-05,-0.002778316444295996,-0.007061409916788153,0.09298183196142151,0.7736810927411761,-0.02489746469218993,-0.140179785351479,-0.5635476666980024,0.20064251851901221,50000,0.1,12
1.989524584411484e-06,-0.004760981099470699,-0.021365447390978783,0.00566838651371937,0.4040288010484596,-0.03661582091481533,-0.6480687571060483,-0.657435544662715,0.22224321603259894,50000,0.1,12
2.6730073865444126e-07,-0.003591504349581528,-0.012483634137039686,0.005497211811652192,0.2965815303760654,-0.05561853834169956,-0.5067883419698979,-0.6353795702489253,0.18949257481695003,50000,0.1,16
4.608920231019553e-07,-0.0015566758755726948,-0.00704002350117148,0.0020631530897471384,0.519320920447496,-0.020539625712750354,-0.5209191287339452,-0.6044661019680229,0.2094882612775911,50000,0.1,16
1.2462842786664652e-06,-0.002121617184166805,-0.006153040967573271,0.00035918816043734036,0.6829582994211812,-0.02998287956695309,-0.3625436014899323,-0.6824255817829621,0.2208181818571856,50000,0.1,20
1.6316329731758117e-07,-0.0014637797867837498,-0.004706129009089047,0.00101722344358679,0.7366802195907395,-0.02151208279901991,-0.24118150094759405,-0.5109940357741074,0.18969439181427722,50000,0.1,20
