error_00,error_01,error_02,error_03,error_04,error_05,error_06,error_07,mean_absolute_error,iterations,learning_rate,hidden_neurons
0.06398651967784152,-0.8062925418705188,-0.8009089538098264,0.1168500502334171,0.21384860807734263,0.16299705705054734,-0.7990299113221087,-0.8352201507637443,0.47489172410066827,1000,0.3,4
0.03553422050989363,-0.9029588349490301,-0.8974667042909331,0.06290466564618535,0.10977836766425675,0.08089229871768033,-0.8905258555328159,-0.9181920456340401,0.4872816241181044,1000,0.5,4
0.06313784664095212,-0.7272143238347951,-0.7081712064359919,0.1351340820643364,0.3056301681123502,0.20616899353227724,-0.6883891481569598,-0.7909677287116826,0.4531016871861682,1000,0.5,4
0.06997053495342298,-0.7796678794512907,-0.7628140924919865,0.1336998338838281,0.23965727879926935,0.17602976075116206,-0.7401744420511662,-0.813083884285279,0.46438721333342553,1000,0.5,4
0.008138814712223663,-0.8598375026328385,-0.850027683994878,0.039844944255528314,0.16239801815524635,0.09272249030002833,-0.8416868319514776,-0.9096757936458129,0.4705415099560042,10000,0.5,4
0.03574371785426289,-0.880158224994135,-0.878645885375334,0.06350793354046147,0.13494959194919043,0.1010467327706781,-0.879964593775245,-0.8966525132610494,0.48383364919004457,10000,0.5,4
0.0009030735439266024,-0.1627423428552369,-0.22467056450476824,0.04225570897231312,0.4251132316019014,0.5364203176888532,-0.42108221248537103,-0.47769431015403246,0.2863602202258004,20000,0.5,4
0.02351471526449267,-0.49928115084324853,-0.5195090848780751,0.02293643697521508,0.2631189543851884,0.16187280613400767,-0.6204797308498065,-0.6998980525672392,0.35132636648715915,20000,0.5,4
0.0123846754577559,-0.021386622786174717,-0.04529774635200988,0.0057595856836653025,0.08627833223643455,0.27239931430993825,-0.736446004249703,-0.23527020899630344,0.17690281125899812,50000,0.5,4
8.74095441864009e-05,-0.014000898803898458,-0.041483946840623676,0.02162702897000346,0.21536948851884374,0.5969042180294906,-0.42195616845216993,-0.2873066723037647,0.19984197893287262,50000,0.5,4
0.001234234212981078,-0.014420056212617395,-0.034573181538883724,0.024265178139843746,0.9155399857837186,0.6788474308418704,-0.48685627546633964,-0.8220277223847453,0.37222050807262497,50000,0.5,4
2.507240764781926e-06,-0.03830871283167405,-0.11556988846260383,0.011965652518877823,0.16136301384557106,0.08012410853852459,-0.7698704342812979,-0.8309785244235005,0.25102285526785184,50000,0.5,4
0.00277347185624377,-0.03167898742452363,-0.06590647995068923,0.010010561493403958,0.45237152166987915,0.5609878307156371,-0.5716699159036251,-0.44953052988941145,0.2681161623629267,50000,0.3,4
3.369296758837237e-05,-0.012591300759070672,-0.030295420772316176,0.001101242123232038,0.688713514222139,0.5418247076901443,-0.402118678419101,-0.6987014064047671,0.2969224954197948,100000,0.3,4
7.172563032398216e-07,-0.005075695531442535,-0.019867675901926132,0.023177774792453754,0.6867442603035467,0.7417644961803713,-0.35778636275856673,-0.5645393786337557,0.29986954516979575,100000,0.3,4
0.000456938065412138,-0.011722113711532268,-0.02263870139395796,3.8059899639675265e-06,0.1410050287661786,0.02096389428884904,-0.5511314561981668,-0.8967841989465437,0.20558826717007556,100000,0.5,4
0.03481976568852685,-0.8635924791202694,-0.8541037490879485,0.07774886165995154,0.16822913125335626,0.10811605838220895,-0.8426524536363289,-0.8966574129471157,0.48073998897196324,1000,0.5,5
0.018251934736891906,-0.8872452150283726,-0.8774003464004927,0.0525245011237615,0.13844454781156645,0.08319578340149225,-0.865476997966614,-0.9161112782196302,0.4798313255861027,2000,0.5,5
0.01840498282300629,-0.7984616293352572,-0.7865885291256279,0.06831204052487994,0.20981677192751957,0.14309751033350715,-0.7784468712201874,-0.8727567592628662,0.4594856368191065,5000,0.5,5
0.019269996427624836,-0.8086145855388187,-0.7995748916462891,0.059767471459957866,0.19541135716187086,0.13450327739781742,-0.7963819181073933,-0.8540904151024018,0.4584517391052718,5000,0.5,5
0.019420046334173824,-0.7382621846971856,-0.7279846806064028,0.0941509921890793,0.267095292665822,0.19675737006540506,-0.7207767699043044,-0.7957717280504674,0.44502738306410505,5000,0.5,5
0.02824238713227345,-0.5669210697347002,-0.5676134695507427,0.09539545975473873,0.4442875485085216,0.32300162948184874,-0.5826583886692991,-0.6853358966361635,0.411681981183536,10000,0.5,5
0.004154654351596787,-0.7875343979341027,-0.7965005726874126,0.024584916533430312,0.2056614306830017,0.11465393841982918,-0.8250068528782598,-0.853434032087104,0.45144134944684217,10000,0.5,5
0.0040005595827197205,-0.12556409918259032,-0.18512152821089894,0.035467615090747695,0.7970363650201915,0.6703437634306408,-0.4765757806576479,-0.7052374640843561,0.37491839690747414,20000,0.5,5
0.005756863926231204,-0.1457737990357059,-0.18843175624399294,0.027732436220895385,0.646217920233292,0.48871723508320286,-0.36139455245822744,-0.34923283818718326,0.2766571751735914,20000,0.5,5
0.01510991127991379,-0.2888430866255093,-0.3852832226175763,0.040747187578191846,0.3230629562251791,0.5061969706929816,-0.6782849546062563,-0.6711945250782944,0.3635903518379878,20000,0.5,5
8.211608627306521e-05,-0.020203051923700453,-0.04237430751811036,0.00018474850438221502,0.5136612239234148,0.39865055099756763,-0.4708672611632922,-0.5078490387208032,0.24423403735469298,50000,0.5,5
1.1632675698369788e-05,-0.005542468926235521,-0.007716707255013915,0.012039850206154945,0.9012733388502607,0.319687566542322,-0.09485658522734527,-0.5026973636527237,0.2304781891669693,50000,0.5,5
0.0004418095928856447,-0.0024682386744045936,-0.003135077185992726,1.1489168474376754e-06,0.8476378046790363,0.2181194312344351,-0.10625646265619491,-0.5479182178046522,0.2157472738430561,100000,0.5,5
3.9849998393348685e-06,-0.0025058346696538105,-0.005970534584836589,0.0006759175850381549,0.9082710810237841,0.23787037901359287,-0.3916533899927997,-0.461427195109313,0.2510472896223572,100000,0.5,5
1.1849682904352399e-05,-0.008553697377844992,-0.01278107596315783,4.543919975541488e-05,0.5406645010846104,0.1343566202032067,-0.23714239644113014,-0.5441427428086381,0.184712290345156,100000,0.3,5
6.279677562393005e-07,-0.012972122145936883,-0.04641753119478675,0.005204884983305735,0.3201169321699009,0.6600994520965018,-0.7736281351351324,-0.49273675601592404,0.2888970552136556,100000,0.3,5
